,Person,SeasonNr,EpisodeID,EpisodeTitle,Scene,ScreenLine
7544,BRONN,3,21,valar dohaeris,Opening Scene_1, I've been doing that for a while now.
7545,TYRION,3,21,valar dohaeris,Opening Scene_1, Do you grow bored protecting me?
7546,BRONN,3,21,valar dohaeris,Opening Scene_1, I grow poor protecting you.
7547,TYRION,3,21,valar dohaeris,Opening Scene_1," Poor? Poor? Under my patronage you've become a knight, you've served as Commander of the City Watch."
7548,BRONN,3,21,valar dohaeris,Opening Scene_1, Briefly.
7549,TYRION,3,21,valar dohaeris,Opening Scene_1, I'm sure you filled your pockets.
7550,BRONN,3,21,valar dohaeris,Opening Scene_1," And now my pockets are empty. You've given me a taste for the finer things. And if you want me to carry on protecting you, you'll need to pay more."
7551,TYRION,3,21,valar dohaeris,Opening Scene_1, I thought we were friends.
7552,BRONN,3,21,valar dohaeris,Opening Scene_1, We are. But I'm a sellsword. I sell my sword. I don't loan it out to friends as a favor.
7553,TYRION,3,21,valar dohaeris,Opening Scene_1, How much?
7554,BRONN,3,21,valar dohaeris,Opening Scene_1, Double.
7555,TYRION,3,21,valar dohaeris,Opening Scene_1, Double?
7556,BRONN,3,21,valar dohaeris,Opening Scene_1, I'm a knight now. Knights are worth double.
7557,TYRION,3,21,valar dohaeris,Opening Scene_1, I don't even know how much I'm paying you now.
7558,BRONN,3,21,valar dohaeris,Opening Scene_1, Which means you can afford it.
7559,DAVOS,3,21,valar dohaeris,Opening Scene_1, Here. Here! Help me!
7560,MAN,3,21,valar dohaeris,"BLACKWATER BAY, LATER", Who are you?
7561,DAVOS,3,21,valar dohaeris,"BLACKWATER BAY, LATER", I was in the battle at Blackwater. I was a captain and a knight.
7562,MAN,3,21,valar dohaeris,"BLACKWATER BAY, LATER"," Aye, ser, and serving which king?"
7563,DAVOS,3,21,valar dohaeris,"BLACKWATER BAY, LATER", The one true king of Westeros...  Stannis Baratheon.
7564,SALLADHOR,3,21,valar dohaeris,"BLACKWATER BAY, LATER", I thought you were dead. Everyone thought you were dead. And your son?
7565,DAVOS,3,21,valar dohaeris,"BLACKWATER BAY, LATER", (Nods)
7566,SALLADHOR,3,21,valar dohaeris,"BLACKWATER BAY, LATER", He may have swam ashore as you did.
7567,DAVOS,3,21,valar dohaeris,"BLACKWATER BAY, LATER"," No, the wildfire took him. I saw it."
7568,SALLADHOR,3,21,valar dohaeris,"BLACKWATER BAY, LATER"," I'm so sorry, my friend. I, too, have lost a son. There is nothing worse in this world. But, Davos, you were a good father."
7569,DAVOS,3,21,valar dohaeris,"BLACKWATER BAY, LATER"," If I was a good father, he'd still be here. Stannis lives?"
7570,SALLADHOR,3,21,valar dohaeris,"BLACKWATER BAY, LATER", He licks his wounds at Dragonstone.
7571,DAVOS,3,21,valar dohaeris,"BLACKWATER BAY, LATER", Will you take me there?
7572,SALLADHOR,3,21,valar dohaeris,"BLACKWATER BAY, LATER", There is nothing for me at Dragonstone.
7573,DAVOS,3,21,valar dohaeris,"BLACKWATER BAY, LATER", This war is not over.
7574,SALLADHOR,3,21,valar dohaeris,"BLACKWATER BAY, LATER"," Not for you, maybe. But for Salladhor Saan, the war is over."
7575,DAVOS,3,21,valar dohaeris,"BLACKWATER BAY, LATER", We're both sworn to King Stannis.
7576,SALLADHOR,3,21,valar dohaeris,"BLACKWATER BAY, LATER", I am sworn to no man. I promised you 30 ships and you promised me riches and glory. I delivered the ships.
7577,DAVOS,3,21,valar dohaeris,"BLACKWATER BAY, LATER", Stannis never gives up. Never. Now he will regroup ...
7578,SALLADHOR,3,21,valar dohaeris,"BLACKWATER BAY, LATER"," He's a broken man. His fleet lies at the bottom of Blackwater Bay. They say he sees no one ... not his generals, not even his wife. Only the Red Woman whispering in his ear, telling him what she sees in the flames and burning men alive."
7579,DAVOS,3,21,valar dohaeris,"BLACKWATER BAY, LATER", What?
7580,SALLADHOR,3,21,valar dohaeris,"BLACKWATER BAY, LATER", They built a great fire when Stannis returned. All those who spoke against her she called servants of darkness. They say she sang to them as they burned.
7581,SALLADHOR,3,21,valar dohaeris,"BLACKWATER BAY, LATER", I'm a pirate.
7582,DAVOS,3,21,valar dohaeris,"BLACKWATER BAY, LATER", You're a smuggler.
7583,SALLADHOR,3,21,valar dohaeris,"BLACKWATER BAY, LATER", Servants of darkness. I'm thinking Dragonstone is a good place for us to avoid.
7584,DAVOS,3,21,valar dohaeris,"BLACKWATER BAY, LATER"," Take me back there, please."
7585,SALLADHOR,3,21,valar dohaeris,"BLACKWATER BAY, LATER", You cannot turn Stannis against her.
7586,DAVOS,3,21,valar dohaeris,"BLACKWATER BAY, LATER"," Maybe not, but I could carve her heart out."
7587,SALLADHOR,3,21,valar dohaeris,"BLACKWATER BAY, LATER"," You could try. If you fail, they will burn you. If you succeed, they'll burn you. And you've only just come back to life. Stay alive a little longer, my friend."
7588,DAVOS,3,21,valar dohaeris,"BLACKWATER BAY, LATER", You call me friend. You drank with me on my wedding day.
7589,SALLADHOR,3,21,valar dohaeris,"BLACKWATER BAY, LATER"," And you drank with me on four of my wedding days, but I don't ask you for favors."
7590,DAVOS,3,21,valar dohaeris,"BLACKWATER BAY, LATER"," I have to stop her. Please, do this for me."
7591,SALLADHOR,3,21,valar dohaeris,"BLACKWATER BAY, LATER"," When you are dead, I will gather your bones in a little sack and let your widow wear them around her neck."
7592,ROOSE BOLTON,3,21,valar dohaeris,"BLACKWATER BAY, LATER", We should set the siege lines a thousand yards from Harrenhal.
7593,ROBB,3,21,valar dohaeris,"BLACKWATER BAY, LATER", There won't be a siege. The Mountain can't defend a ruin.
7594,ROOSE BOLTON,3,21,valar dohaeris,"BLACKWATER BAY, LATER", I imagine the Mountain will defend whatever Tywin Lannister tells him to defend.
7595,ROBB,3,21,valar dohaeris,"BLACKWATER BAY, LATER", The Lannisters have been running from us since Oxcross. I'd love a fight. The men would love a fight. I don't think we're going to get one.
7596,RICKARD KARSTARK,3,21,valar dohaeris,"BLACKWATER BAY, LATER", Two hundred Northmen slaughtered like sheep.
7597,ROOSE BOLTON,3,21,valar dohaeris,"BLACKWATER BAY, LATER"," The debt will be repaid, my friend. For them and for your sons."
7598,RICKARD KARSTARK,3,21,valar dohaeris,"BLACKWATER BAY, LATER", Will it? They rot in the ground while their killer runs free.
7599,ROOSE BOLTON,3,21,valar dohaeris,"BLACKWATER BAY, LATER", The Kingslayer won't remain free for long. My best hunters are after him.
7600,ROBB,3,21,valar dohaeris,"BLACKWATER BAY, LATER", A Mallister?
7601,CATELYN,3,21,valar dohaeris,"BLACKWATER BAY, LATER", Ser Jeremy. My father's bannerman.
7602,ROBB,3,21,valar dohaeris,"BLACKWATER BAY, LATER", (to his men) Find her a chamber that will serve as a cell.
7603,TALISA,3,21,valar dohaeris,"BLACKWATER BAY, LATER", She's your mother.
7604,ROBB,3,21,valar dohaeris,"BLACKWATER BAY, LATER", She freed Jaime Lannister. The Lannisters robbed them of their sons and she robbed them of their justice.
7605,QYBURN,3,21,valar dohaeris,"BLACKWATER BAY, LATER", (barely audible) Water. Water.
7606,TALISA,3,21,valar dohaeris,"BLACKWATER BAY, LATER", This needs to be cleaned and closed.
7607,ROBB,3,21,valar dohaeris,"BLACKWATER BAY, LATER"," What's your name, friend?"
7608,QYBURN,3,21,valar dohaeris,"BLACKWATER BAY, LATER", Qyburn.
7609,TALISA,3,21,valar dohaeris,"BLACKWATER BAY, LATER", You're lucky to be alive.
7610,QYBURN,3,21,valar dohaeris,"BLACKWATER BAY, LATER", Lucky?
7611,TYRION,3,21,valar dohaeris,"BLACKWATER BAY, LATER", (sighs) The badge looks good on you. Almost as good as it looked on me. Are you enjoying your new position?
7612,TYWIN,3,21,valar dohaeris,"BLACKWATER BAY, LATER", Am I enjoying it?
7613,TYRION,3,21,valar dohaeris,"BLACKWATER BAY, LATER", I was very happy as Hand of the King.
7614,TYWIN,3,21,valar dohaeris,"BLACKWATER BAY, LATER", (chuckles) Yes. I heard how happy you were.
7615,TYWIN,3,21,valar dohaeris,"BLACKWATER BAY, LATER", You brought a whore into my bed.
7616,TYRION,3,21,valar dohaeris,"BLACKWATER BAY, LATER", It wasn't your bed at the time.
7617,TYWIN,3,21,valar dohaeris,"BLACKWATER BAY, LATER"," I sent you here to advise the king. I gave you real power and authority. You chose to spend your days as you always have, bedding harlots and drinking with thieves."
7618,TYRION,3,21,valar dohaeris,"BLACKWATER BAY, LATER", Occasionally I drank with the harlots.
7619,TYWIN,3,21,valar dohaeris,"BLACKWATER BAY, LATER"," What do you want, Tyrion?"
7620,TYRION,3,21,valar dohaeris,"BLACKWATER BAY, LATER", Why does everyone assume I want something? Can't I simply visit with my beloved father? My beloved father who somehow forgot to visit his wounded son after he fell on the battlefield.
7621,TYWIN,3,21,valar dohaeris,"BLACKWATER BAY, LATER", Maester Pycelle assured me your wounds were not fatal.
7622,TYRION,3,21,valar dohaeris,"BLACKWATER BAY, LATER"," I organized the defense of this city while you held court in the ruins of Harrenhal. I led the foray when the enemies were at the gate while your grandson, the king, quivered in fear behind the walls. I bled in the mud for our family. And as my reward, I was trundled off to some dark little cell. But what do I want? A little bloody gratitude would be a start."
7623,TYWIN,3,21,valar dohaeris,"BLACKWATER BAY, LATER"," Jugglers and singers require applause. You are a Lannister. Do you think I demanded a garland of roses every time I suffered a wound on a battlefield? Hmm? Now, I have seven kingdoms to look after and three of them are in open rebellion. So tell me what you want."
7624,TYRION,3,21,valar dohaeris,"BLACKWATER BAY, LATER"," I want what is mine by right. Jaime is your eldest son, heir to your lands and titles. But he is a Kingsguard, forbidden from marriage or inheritance. The day Jaime put on the white cloak, he gave up his claim to Casterly Rock. I am your son and lawful heir."
7625,TYWIN,3,21,valar dohaeris,"BLACKWATER BAY, LATER", You want Casterly Rock?
7626,TYRION,3,21,valar dohaeris,"BLACKWATER BAY, LATER", It is mine by right.
7627,TYWIN,3,21,valar dohaeris,"BLACKWATER BAY, LATER"," (sighs) We'll find you accommodations more suited to your name and as a reward for your accomplishments during the battle of Blackwater Bay. And when the time is right, you will be given a position fit for your talents so that you can serve your family and protect our legacy. And if you serve faithfully, you will be rewarded with a suitable wife. And I would let myself be consumed by maggots before mocking the family name and making you heir to Casterly Rock."
7628,TYRION,3,21,valar dohaeris,"BLACKWATER BAY, LATER", Why?
7629,TYWIN,3,21,valar dohaeris,"BLACKWATER BAY, LATER"," Why? You ask that? You, who killed your mother to come into the world? You are an ill-made, spiteful little creature full of envy, lust, and low cunning. Men's laws give you the right to bear my name and display my colors since I cannot prove that you are not mine. And to teach me humility, the gods have condemned me to watch you waddle about wearing that proud lion that was my father's sigil and his father's before him. But neither gods nor men will ever compel me to let you turn Casterly Rock into your whorehouse. Go, now. Speak no more of your rights to Casterly Rock. Go."
7630,TYWIN,3,21,valar dohaeris,"BLACKWATER BAY, LATER"," Oh, one more thing. The next whore I catch in your bed, I'll hang."
7631,SANSA,3,21,valar dohaeris,"BLACKWATER BAY, LATER", Dorne. It's going to Dorne.
7632,SHAE,3,21,valar dohaeris,"BLACKWATER BAY, LATER", Why Dorne?
7633,SANSA,3,21,valar dohaeris,"BLACKWATER BAY, LATER", It's carrying silk and it's supposed to bring back wine in exchange. But it's not coming back. The captain's tired of risking his life so King's Landing lords and ladies can get drunk on better wine than they deserve. He's going to stay in Dorne. Wait out the winter where it's beautiful and warm.
7634,SHAE,3,21,valar dohaeris,"BLACKWATER BAY, LATER", I met some people in Dorne who weren't so beautiful and warm.
7635,SANSA,3,21,valar dohaeris,"BLACKWATER BAY, LATER", Don't ruin the game.
7636,SHAE,3,21,valar dohaeris,"BLACKWATER BAY, LATER"," I told you, I don't want to play."
7637,SANSA,3,21,valar dohaeris,"BLACKWATER BAY, LATER", (pointing to another ship) What about that one there?
7638,SHAE,3,21,valar dohaeris,"BLACKWATER BAY, LATER", That one? It's going to Volantis.
7639,SANSA,3,21,valar dohaeris,"BLACKWATER BAY, LATER", Why?
7640,SHAE,3,21,valar dohaeris,"BLACKWATER BAY, LATER"," Because when I got on a ship in Volantis, it looked like that one."
7641,SANSA,3,21,valar dohaeris,"BLACKWATER BAY, LATER", That's not how the game works. You're not supposed to just blurt out the right answer. You've got to invent a story about where the ship is going and why.
7642,SHAE,3,21,valar dohaeris,"BLACKWATER BAY, LATER", Why should I make up a story when I know the truth?
7643,SANSA,3,21,valar dohaeris,"BLACKWATER BAY, LATER", Because the truth is always either terrible or boring.
7644,LITTLEFINGER,3,21,valar dohaeris,"BLACKWATER BAY, LATER", Lovely day for it. Watching the ships.
7645,SANSA,3,21,valar dohaeris,"BLACKWATER BAY, LATER", Lord Baelish.
7646,LITTLEFINGER,3,21,valar dohaeris,"BLACKWATER BAY, LATER", Might I speak with Lady Sansa alone for a moment?
7647,LITTLEFINGER,3,21,valar dohaeris,"BLACKWATER BAY, LATER", I saw your mother not long ago. She's very eager to see you. And your sister.
7648,SANSA,3,21,valar dohaeris,"BLACKWATER BAY, LATER", Arya's alive? You said you'd take me home.
7649,LITTLEFINGER,3,21,valar dohaeris,"BLACKWATER BAY, LATER", You said King's Landing was your home. You are the property of the crown. Stealing you would be treason. If you were to tell just one person ...
7650,SANSA,3,21,valar dohaeris,"BLACKWATER BAY, LATER", I won't tell anyone.
7651,LITTLEFINGER,3,21,valar dohaeris,"BLACKWATER BAY, LATER", How do I know?
7652,SANSA,3,21,valar dohaeris,"BLACKWATER BAY, LATER"," Because I'm a terrible liar. You said so yourself. Please, Lord Baelish. Tell me what to do. Tell me when."
7653,LITTLEFINGER,3,21,valar dohaeris,"BLACKWATER BAY, LATER"," I'm waiting for word on an assignment that will take me far away from the capital. When I set sail, I might be able to take you with me. But you'll need to be ready to leave on a moment's notice."
7654,ROS,3,21,valar dohaeris,"BLACKWATER BAY, LATER", You're her handmaiden?
7655,SHAE,3,21,valar dohaeris,"BLACKWATER BAY, LATER", Yes. And you're his...?
7656,ROS,3,21,valar dohaeris,"BLACKWATER BAY, LATER", I help manage his affairs.
7657,SHAE,3,21,valar dohaeris,"BLACKWATER BAY, LATER", He's an important person.
7658,ROS,3,21,valar dohaeris,"BLACKWATER BAY, LATER"," So is she. I grew up in the shadow of her father's castle. The day she was born, they rang the bells from sunrise till sunset. We've both done rather well, you and I."
7659,SHAE,3,21,valar dohaeris,"BLACKWATER BAY, LATER", Yes.
7660,ROS,3,21,valar dohaeris,"BLACKWATER BAY, LATER", Given where we started.
7661,SHAE,3,21,valar dohaeris,"BLACKWATER BAY, LATER", And where is that?
7662,ROS,3,21,valar dohaeris,"BLACKWATER BAY, LATER", It's not easy for girls like us to dig our way out. Watch out for her.
7663,SHAE,3,21,valar dohaeris,"BLACKWATER BAY, LATER", I always do.
7664,ROS,3,21,valar dohaeris,"BLACKWATER BAY, LATER", Watch out for her with him.
7665,JORAH,3,21,valar dohaeris,"BLACKWATER BAY, LATER", They're growing fast.
7666,DAENERYS,3,21,valar dohaeris,"BLACKWATER BAY, LATER", Not fast enough. I can't wait that long. I need an army
7667,JORAH,3,21,valar dohaeris,"BLACKWATER BAY, LATER", We'll be in Astapor by nightfall. Some say the Unsullied are the greatest soldiers in the world.
7668,DAENERYS,3,21,valar dohaeris,"BLACKWATER BAY, LATER", The greatest slave-soldiers in the world. The distinction means a good deal to some people.
7669,JORAH,3,21,valar dohaeris,"BLACKWATER BAY, LATER", Do those people have any better ideas about how to put you on the Iron Throne?
7670,DAENERYS,3,21,valar dohaeris,"BLACKWATER BAY, LATER", It's too beautiful a day to argue.
7671,JORAH,3,21,valar dohaeris,"BLACKWATER BAY, LATER", You're right. Another lovely day on the high seas.
7672,DAENERYS,3,21,valar dohaeris,"BLACKWATER BAY, LATER"," Don't mock them. They're the first Dothraki who have ever been on a ship. They followed me across the poison water. If they'll do it, others will. And with a true khalasar ..."
7673,JORAH,3,21,valar dohaeris,"BLACKWATER BAY, LATER"," The Dothraki follow strength above all, khaleesi. You'll have a true khalasar when you prove yourself strong. And not before."
7674,DAVOS,3,21,valar dohaeris,"BLACKWATER BAY, LATER", Your Grace.
7675,STANNIS,3,21,valar dohaeris,"BLACKWATER BAY, LATER", I heard you were dead.
7676,DAVOS,3,21,valar dohaeris,"BLACKWATER BAY, LATER", Not yet.
7677,STANNIS,3,21,valar dohaeris,"BLACKWATER BAY, LATER"," I had hoped to speak to you alone, Your Grace."
7678,STANNIS,3,21,valar dohaeris,"BLACKWATER BAY, LATER", We are alone.
7679,DAVOS,3,21,valar dohaeris,"BLACKWATER BAY, LATER"," Your Grace, you are the rightful king. Not only by blood. You're an honorable man, a just man. And there is still a war to fight."
7680,STANNIS,3,21,valar dohaeris,"BLACKWATER BAY, LATER", I am fighting.
7681,DAVOS,3,21,valar dohaeris,"BLACKWATER BAY, LATER", By burning prisoners alive?
7682,MELISANDRE,3,21,valar dohaeris,"BLACKWATER BAY, LATER"," How would you punish the infidels, Ser Davos?"
7683,DAVOS,3,21,valar dohaeris,"BLACKWATER BAY, LATER"," I do not judge people for the gods they worship. If I did, I'd have thrown you in the sea before you ever set foot on Dragonstone."
7684,MELISANDRE,3,21,valar dohaeris,"BLACKWATER BAY, LATER", I'm not your enemy.
7685,DAVOS,3,21,valar dohaeris,"BLACKWATER BAY, LATER", You are my enemy.
7686,MELISANDRE,3,21,valar dohaeris,"BLACKWATER BAY, LATER"," Was it me you fought on Blackwater Bay? Did I set your ships ablaze? I wasn't there when the wildfire killed our men by the thousands. I could have saved those men. You would have taken the city, Stannis would now sit upon his rightful throne, and you would stand beside him. But I wasn't there because you convinced your king to leave me behind. Do you hear them screaming? All those burning men in the water crying for their mothers, for their gods for help? Until the moment the Blackwater swallowed them."
7687,DAVOS,3,21,valar dohaeris,"BLACKWATER BAY, LATER", (gasps)
7688,MELISANDRE,3,21,valar dohaeris,"BLACKWATER BAY, LATER"," Don't despair, Ser Davos. What I told your son is true."
7689,MELISANDRE,3,21,valar dohaeris,"BLACKWATER BAY, LATER",  Death by fire is the purest death.
7690,DAVOS,3,21,valar dohaeris,"BLACKWATER BAY, LATER", (growls) This woman is evil! She's the mother of demons.
7691,STANNIS,3,21,valar dohaeris,"BLACKWATER BAY, LATER", Take him to the dungeon and lock him in a cell.
7692,DAVOS,3,21,valar dohaeris,"BLACKWATER BAY, LATER", Your Grace!
7693,GUARD,3,21,valar dohaeris,"BLACKWATER BAY, LATER", Come on.
7694,MELISANDRE,3,21,valar dohaeris,"BLACKWATER BAY, LATER"," You've chosen the darkness, Ser Davos."
7695,DAVOS,3,21,valar dohaeris,"BLACKWATER BAY, LATER", She will destroy us all!
7696,MELISANDRE,3,21,valar dohaeris,"BLACKWATER BAY, LATER", I will pray for you.
7697,DAVOS,3,21,valar dohaeris,"BLACKWATER BAY, LATER", Your Grace!
7698,GUARD,3,21,valar dohaeris,"BLACKWATER BAY, LATER", Guard
7699,GUARD #2,3,21,valar dohaeris,"BLACKWATER BAY, LATER", Guard #2
7700,JOFFREY,3,21,valar dohaeris,"BLACKWATER BAY, LATER", Why have we stopped?
7701,GUARD,3,21,valar dohaeris,"BLACKWATER BAY, LATER"," It's Lady Margaery, Your Grace."
7702,JOFFREY,3,21,valar dohaeris,"BLACKWATER BAY, LATER", What is she doing? Who gave her permission?
7703,MAID,3,21,valar dohaeris,NEARBY STREETS," My lady. We should have guards, my lady."
7704,MARGAERY,3,21,valar dohaeris,NEARBY STREETS, Why?
7705,MARGAERY,3,21,valar dohaeris,NEARBY STREETS, Pardon me.
7706,MAID,3,21,valar dohaeris,NEARBY STREETS," Stop, my lady. You'll ruin your dress."
7707,MARGAERY,3,21,valar dohaeris,NEARBY STREETS, I have others.
7708,GUARD,3,21,valar dohaeris,JOFFREY'Ss PALAQUIN.," Would you like to speak with her, Your Grace?"
7709,JOFFREY,3,21,valar dohaeris,JOFFREY'Ss PALAQUIN., No.
7710,CHILD,3,21,valar dohaeris,A SMALL COURTYARD, He was a soldier. He went to fight on the walls when the ships came into Blackwater Bay. He never came back.
7711,MARGAERY,3,21,valar dohaeris,A SMALL COURTYARD, And your mother?
7712,CHILD,3,21,valar dohaeris,A SMALL COURTYARD, She died when she had me.
7713,MARGAERY,3,21,valar dohaeris,A SMALL COURTYARD," Bad men wanted to come into this city and do terrible things, but your father stopped them."
7714,MARGAERY,3,21,valar dohaeris,A SMALL COURTYARD," Whenever you look at this knight, I want you to remember your father."
7715,CHILD,3,21,valar dohaeris,A SMALL COURTYARD, He wasn't a knight. He was just a soldier.
7716,MARGAERY,3,21,valar dohaeris,A SMALL COURTYARD, And what do knights swear to do? Protect the weak and uphold the good. Your father did that. Be proud of him.
7717,MARGAERY,3,21,valar dohaeris,A SMALL COURTYARD," Was your father a soldier, too?"
7718,MARGAERY,3,21,valar dohaeris,A SMALL COURTYARD," You should be proud, too. Under King Joffrey's leadership, your fathers saved the city. They saved us all. From now on, we're going to take care of you. All of you."
7719,MARGAERY,3,21,valar dohaeris,"Cut to: THE STREETS OF KING'S LANDING, LATER"," Come to me for whatever you need to feed them, clothe them, or house them. Directly to me."
7720,MARGAERY,3,21,valar dohaeris,"Cut to: THE STREETS OF KING'S LANDING, LATER", Your Grace.
7721,LORAS,3,21,valar dohaeris,"Cut to: THE STREETS OF KING'S LANDING, LATER", Your Grace.
7722,JOFFREY,3,21,valar dohaeris,"Cut to: THE STREETS OF KING'S LANDING, LATER"," Please, sit. Sit. I do apologize, my lady. Small council meetings. At what point does it become treason to waste the king's time?"
7723,MARGAERY,3,21,valar dohaeris,"Cut to: THE STREETS OF KING'S LANDING, LATER", (laughs)
7724,JOFFREY,3,21,valar dohaeris,"Cut to: THE STREETS OF KING'S LANDING, LATER"," That's a lovely gown, my lady."
7725,CERSEI,3,21,valar dohaeris,"Cut to: THE STREETS OF KING'S LANDING, LATER"," Yes, it suits you perfectly. I imagine you might be rather cold."
7726,MARGAERY,3,21,valar dohaeris,"Cut to: THE STREETS OF KING'S LANDING, LATER"," The climate is a bit more forgiving back in Highgarden, Your Grace."
7727,JOFFREY,3,21,valar dohaeris,"Cut to: THE STREETS OF KING'S LANDING, LATER"," Shall I have them bring you a shawl, my lady?"
7728,MARGAERY,3,21,valar dohaeris,"Cut to: THE STREETS OF KING'S LANDING, LATER"," I am touched by your concern, Your Grace. Luckily for us Tyrells, our blood runs quite warm. Doesn't it, Loras?"
7729,LORAS,3,21,valar dohaeris,"Cut to: THE STREETS OF KING'S LANDING, LATER", Yes.
7730,MARGAERY,3,21,valar dohaeris,"Cut to: THE STREETS OF KING'S LANDING, LATER"," Loras, isn't the queen's gown magnificent? The fabric, the embroidery, the metalwork. I've never seen anything like it."
7731,CERSEI,3,21,valar dohaeris,"Cut to: THE STREETS OF KING'S LANDING, LATER", You might find a bit of armor quite useful once you become queen. Perhaps before. Joffrey tells me you stopped your carriage at Flea Bottom on your way back from the sept this morning.
7732,MARGAERY,3,21,valar dohaeris,"Cut to: THE STREETS OF KING'S LANDING, LATER", Yes. I paid a visit to an orphanage the High Septon told me about.
7733,LORAS,3,21,valar dohaeris,"Cut to: THE STREETS OF KING'S LANDING, LATER", Margaery does a great deal of work with the poor back in Highgarden.
7734,MARGAERY,3,21,valar dohaeris,"Cut to: THE STREETS OF KING'S LANDING, LATER", The lowest among us are no different from the highest if you give them a chance and approach them with an open heart.
7735,CERSEI,3,21,valar dohaeris,"Cut to: THE STREETS OF KING'S LANDING, LATER"," An open heart is what you'll get in Flea Bottom if you're not careful, my dear. Not long ago, we were attacked by a mob there. We had a full complement of guards that didn't stop them. The king barely escaped with his life."
7736,JOFFREY,3,21,valar dohaeris,"Cut to: THE STREETS OF KING'S LANDING, LATER", My mother's always had a penchant for drama. Facts become less and less important to her as she grows older. Our lives were never truly in danger.
7737,CERSEI,3,21,valar dohaeris,"Cut to: THE STREETS OF KING'S LANDING, LATER"," You're right, of course. But you are your father's son. We can't all have a king's bravery."
7738,MARGAERY,3,21,valar dohaeris,"Cut to: THE STREETS OF KING'S LANDING, LATER"," Hunger turns men into beasts. I'm glad House Tyrell has been able to help in this regard. They tell me 100 wagons arrive daily now from the Reach. Wheat, barley, apples. We've had a blessed harvest. And, of course, it's our duty to assist the capital in time of need."
7739,JOFFREY,3,21,valar dohaeris,"Cut to: THE STREETS OF KING'S LANDING, LATER"," Well, as Ser Loras said, Lady Margaery has done this sort of... charitable work before. I'm sure she knows what she's doing."
7740,CERSEI,3,21,valar dohaeris,"Cut to: THE STREETS OF KING'S LANDING, LATER", I'm sure she does.
7741,KRAZNYS MO NAKLOZ,3,21,valar dohaeris,THE PATH LEADING TO ASTAPOR, (speaking Valyrian)
7742,MISSANDEI,3,21,valar dohaeris,THE PATH LEADING TO ASTAPOR, The Unsullied have stood here for a day and a night with no food or water.
7743,KRAZNYS MO NAKLOZ,3,21,valar dohaeris,THE PATH LEADING TO ASTAPOR, ( speaking Valyrian )
7744,MISSANDEI,3,21,valar dohaeris,THE PATH LEADING TO ASTAPOR, They will stand until they drop.
7745,KRAZNYS MO NAKLOZ,3,21,valar dohaeris,THE PATH LEADING TO ASTAPOR, ( speaking Valyrian )
7746,MISSANDEI,3,21,valar dohaeris,THE PATH LEADING TO ASTAPOR, Such is their obedience.
7747,DANAERYS,3,21,valar dohaeris,THE PATH LEADING TO ASTAPOR, They may suit my needs. Tell me of their training.
7748,MISSANDEI,3,21,valar dohaeris,THE PATH LEADING TO ASTAPOR," (speaking Valeryan) The Westrosi woman is pleased with them, but speaks no praise to keep the price down. She wished to know how they are trained."
7749,KRAZNYS MO NAKLOZ,3,21,valar dohaeris,THE PATH LEADING TO ASTAPOR, (speaking Valyrian) Tell her what she would know and be quick about it.
7750,MISSANDEI,3,21,valar dohaeris,THE PATH LEADING TO ASTAPOR," They begin their training at five. Every day they drill from dawn to dusk until they have mastered the shortsword, the shield, and the three spears. Only one boy in four survives this rigorous training."
7751,KRAZNYS MO NAKLOZ,3,21,valar dohaeris,THE PATH LEADING TO ASTAPOR, (speaking Valyrian)
7752,MISSANDEI,3,21,valar dohaeris,THE PATH LEADING TO ASTAPOR, Their discipline and loyalty are absolute. They fear nothing.
7753,JORAH,3,21,valar dohaeris,THE PATH LEADING TO ASTAPOR, Even the bravest men fear death.
7754,MISSANDEI,3,21,valar dohaeris,THE PATH LEADING TO ASTAPOR, (speaking Valyrian)
7755,KRAZNYS MO NAKLOZ,3,21,valar dohaeris,THE PATH LEADING TO ASTAPOR, (speaking Valyrian)
7756,MISSANDEI,3,21,valar dohaeris,THE PATH LEADING TO ASTAPOR, (speaking Valyrian) The knight says even brave men fear death.
7757,KRAZNYS MO NAKLOZ,3,21,valar dohaeris,THE PATH LEADING TO ASTAPOR, (speaking Valyrian) Tell the old man he smells of piss.
7758,MISSANDEI,3,21,valar dohaeris,THE PATH LEADING TO ASTAPOR," (speaking Valyrian) Truly, master?"
7759,KRAZNYS MO NAKLOZ,3,21,valar dohaeris,THE PATH LEADING TO ASTAPOR," (speaking Valyrian) No, not truly. Are you a girl or a goat to ask such a thing? (Continues in Valyrian)"
7760,MISSANDEI,3,21,valar dohaeris,THE PATH LEADING TO ASTAPOR, My master says the Unsullied are not men. Death means nothing to them.
7761,KRAZNYS MO NAKLOZ,3,21,valar dohaeris,THE PATH LEADING TO ASTAPOR, (speaking Valyrian) Tell this ignorant whore of a Westerner to open her eyes and watch.
7762,MISSANDEI,3,21,valar dohaeris,THE PATH LEADING TO ASTAPOR," He begs you attend to this carefully, Your Grace."
7763,KRAZNYS MO NAKLOZ,3,21,valar dohaeris,THE PATH LEADING TO ASTAPOR, (speaking Valyrian)
7764,DAENERYS,3,21,valar dohaeris,THE PATH LEADING TO ASTAPOR, Tell the good master there is no need.
7765,KRAZNYS MO NAKLOZ,3,21,valar dohaeris,THE PATH LEADING TO ASTAPOR, ( speaking Valyrian ) She's worried about their nipples? Doers the dumb bitch know we've cut off their balls?
