,Unnamed: 0,Person,SeasonNr,EpisodeID,EpisodeTitle,Scene,ScreenLine,scene_locations
5526,5782,ygritte,2,16,the old gods and the new,NORTH OF THE WALL_5,We'll stay warmer if we stay close.,the wall
5527,5783,ygritte,2,16,the old gods and the new,NORTH OF THE WALL_5,Bet you freeze to death before I do. Bet your life.,the wall
5528,5784,ygritte,2,16,the old gods and the new,NORTH OF THE WALL_5,Think they're out looking for you?,the wall
5529,5785,jon snow,2,16,the old gods and the new,NORTH OF THE WALL_5,Yes.,the wall
5530,5786,ygritte,2,16,the old gods and the new,NORTH OF THE WALL_5,Think they'll find you?,the wall
5531,5787,jon snow,2,16,the old gods and the new,NORTH OF THE WALL_5,Yes.,the wall
5532,5788,ygritte,2,16,the old gods and the new,NORTH OF THE WALL_5,"You're brave. Stupid, but brave.",the wall
5533,5789,jon snow,2,16,the old gods and the new,NORTH OF THE WALL_5,We start again at first light. Get some sleep.,the wall
5534,5790,jon snow,2,16,the old gods and the new,NORTH OF THE WALL_5,Stop moving.,the wall
5535,5791,ygritte,2,16,the old gods and the new,NORTH OF THE WALL_5,I'm just trying to get comfortable.,the wall
5536,5792,jon snow,2,16,the old gods and the new,NORTH OF THE WALL_5,Stop it!,the wall
5537,5793,jon snow,2,16,the old gods and the new,NORTH OF THE WALL_5,You're still moving.,the wall
5538,5794,ygritte,2,16,the old gods and the new,NORTH OF THE WALL_5,Was I? I didn't notice that time.,the wall
5539,5795,jon snow,2,16,the old gods and the new,NORTH OF THE WALL_5,(sighs),the wall
5540,5796,robb stark,2,16,the old gods and the new,ROBB'S COUNCIL CHAMBER_1,This cannot be true.,council chamber
5541,5797,roose bolton,2,16,the old gods and the new,ROBB'S COUNCIL CHAMBER_1,"We've had ravens from White Harbor, Barrowton and the Dreadfort. I'm afraid it is true.",council chamber
5542,5798,robb stark,2,16,the old gods and the new,ROBB'S COUNCIL CHAMBER_1,Why? Why would Theon-,council chamber
5543,5799,roose bolton,2,16,the old gods and the new,ROBB'S COUNCIL CHAMBER_1,Because the Greyjoys are treasonous whores.,council chamber
5544,5800,robb stark,2,16,the old gods and the new,ROBB'S COUNCIL CHAMBER_1,My brothers?,council chamber
5545,5801,roose bolton,2,16,the old gods and the new,ROBB'S COUNCIL CHAMBER_1,We've heard nothing of them. But Rodrik Cassel is dead.,council chamber
5546,5802,catelyn stark,2,16,the old gods and the new,ROBB'S COUNCIL CHAMBER_1,"I told you, never trust a Greyjoy!",council chamber
5547,5803,robb stark,2,16,the old gods and the new,ROBB'S COUNCIL CHAMBER_1,I must go north at once.,council chamber
5548,5804,roose bolton,2,16,the old gods and the new,ROBB'S COUNCIL CHAMBER_1,"There's still a war to win, Your Grace.",council chamber
5549,5805,robb stark,2,16,the old gods and the new,ROBB'S COUNCIL CHAMBER_1,How can I call myself king if I can't hold my own castle? How can I ask men to follow me if I can't-,council chamber
5550,5806,roose bolton,2,16,the old gods and the new,ROBB'S COUNCIL CHAMBER_1,You are a king. And that means you don't have to do everything yourself.,council chamber
5551,5807,catelyn stark,2,16,the old gods and the new,ROBB'S COUNCIL CHAMBER_1,Let me go and talk to Theon.,council chamber
5552,5808,robb stark,2,16,the old gods and the new,ROBB'S COUNCIL CHAMBER_1,There will be no talk. He will die for this.,council chamber
5553,5809,roose bolton,2,16,the old gods and the new,ROBB'S COUNCIL CHAMBER_1,"Theon holds the castle with a skeleton crew. Let me send word to my bastard at the Dreadfort. He can raise a few hundred men and retake Winterfell before the new moon. We have the Lannisters on the run. If you march all the way back north now, you'll lose what you gained. My boy would be honored to bring you Prince Theon's head.",council chamber
5554,5810,robb stark,2,16,the old gods and the new,ROBB'S COUNCIL CHAMBER_1,"Tell your son Bran and Rickon's safety is paramount. And Theon, I want him brought to me alive. I want to look him in the eye and ask him why. And then I'll take his head myself.",council chamber
5555,5811,theon greyjoy,2,16,the old gods and the new,WINTERFELL_5,Why on earth would I trust the word of a lying little savage like you?,winterfell
5556,5812,osha,2,16,the old gods and the new,WINTERFELL_5,I'm no liar.,winterfell
5557,5813,theon greyjoy,2,16,the old gods and the new,WINTERFELL_5,All wildlings are liars and savages with no loyalty to anything or anyone.,winterfell
5558,5814,osha,2,16,the old gods and the new,WINTERFELL_5,"I done what I had to do to stay alive. I hate the Starks as well as you do. Let me serve you, my lord.",winterfell
5559,5815,theon greyjoy,2,16,the old gods and the new,WINTERFELL_5,How? And don't tell me to put a spear in your hand.,winterfell
5560,5816,osha,2,16,the old gods and the new,WINTERFELL_5,"There are other ways to serve, my lord.",winterfell
5561,5817,theon greyjoy,2,16,the old gods and the new,WINTERFELL_5,"I'm a prince now, and you'd do well-",winterfell
5562,5818,asha greyjoy,2,16,the old gods and the new,WINTERFELL_5,"There are other ways to serve, my prince.",winterfell
5563,5819,theon greyjoy,2,16,the old gods and the new,WINTERFELL_5,Like what?,winterfell
5564,5820,osha,2,16,the old gods and the new,WINTERFELL_5,"We know things, the free people.",winterfell
5565,5821,theon greyjoy,2,16,the old gods and the new,WINTERFELL_5,You know things? Like what? How to eat dirt?,winterfell
5566,5822,osha,2,16,the old gods and the new,WINTERFELL_5,Other things.,winterfell
5567,5823,osha,2,16,the old gods and the new,WINTERFELL_5,Savage things.,winterfell
5568,5824,theon greyjoy,2,16,the old gods and the new,WINTERFELL_5,Wait outside.,winterfell
5569,5825,theon greyjoy,2,16,the old gods and the new,WINTERFELL_5,I always wondered what you had under there.,winterfell
5570,5826,osha,2,16,the old gods and the new,WINTERFELL_5,It comes at a price.,winterfell
5571,5827,theon greyjoy,2,16,the old gods and the new,WINTERFELL_5,I'm not killing you. That's your price.,winterfell
5572,5828,osha,2,16,the old gods and the new,WINTERFELL_5,I already had that.,winterfell
5573,5829,theon greyjoy,2,16,the old gods and the new,WINTERFELL_5,"What do you want then, other than your miserable life?",winterfell
5574,5830,asha greyjoy,2,16,the old gods and the new,WINTERFELL_5,What all free people want. My freedom.,winterfell
5575,5831,theon greyjoy,2,16,the old gods and the new,WINTERFELL_5,"Well, you shall have it, then. But only if you serve me well.",winterfell
5576,5832,sansa stark,2,16,the old gods and the new,"KING'S LANDING, SANSA'S CHAMBERS_1",Ow!,king's landing
5577,5833,shae,2,16,the old gods and the new,"KING'S LANDING, SANSA'S CHAMBERS_1",Shh. It's not deep.,king's landing
5578,5834,sansa stark,2,16,the old gods and the new,"KING'S LANDING, SANSA'S CHAMBERS_1",I thought they were going to kill me.,king's landing
5579,5835,shae,2,16,the old gods and the new,"KING'S LANDING, SANSA'S CHAMBERS_1","They thought so, too.",king's landing
5580,5836,sansa stark,2,16,the old gods and the new,"KING'S LANDING, SANSA'S CHAMBERS_1","He hated me, the man who hit me. I saw it in his eyes. Hated me. He never met me before, but he wanted to hurt me.",king's landing
5581,5837,shae,2,16,the old gods and the new,"KING'S LANDING, SANSA'S CHAMBERS_1",Of course he did.,king's landing
5582,5838,sansa stark,2,16,the old gods and the new,"KING'S LANDING, SANSA'S CHAMBERS_1",Why? Why would a stranger-,king's landing
5583,5839,shae,2,16,the old gods and the new,"KING'S LANDING, SANSA'S CHAMBERS_1",You are everything he will never have. Your horse eats better than his children. It doesn't matter now. He's dead.,king's landing
5584,5840,sansa stark,2,16,the old gods and the new,"KING'S LANDING, SANSA'S CHAMBERS_1",I would have given them bread if I had it. I hate the king more than any of them.,king's landing
5585,5841,shae,2,16,the old gods and the new,"KING'S LANDING, SANSA'S CHAMBERS_1",Don't say these things. If the wrong people hear you-,king's landing
5586,5842,sansa stark,2,16,the old gods and the new,"KING'S LANDING, SANSA'S CHAMBERS_1",But you're not the wrong people.,king's landing
5587,5843,shae,2,16,the old gods and the new,"KING'S LANDING, SANSA'S CHAMBERS_1",Don't trust anybody. Life is safer that way.,king's landing
5588,5845,osha,2,16,the old gods and the new,"WINTERFELL, NIGHT_1",I have something for you from Prince Theon.,winterfell
5589,5847,osha,2,16,the old gods and the new,"WINTERFELL, NIGHT_1",Me. He says I'm to make the rounds. And keep you warm.,winterfell
5590,5848,daenerys targaryen,2,16,the old gods and the new,"QARTH, GARDEN PATH_1",The Spice King refuses me because I'm a bad investment. The Silk King won't support me because of his business with the Lannisters. Why offend his best customer? And the Copper King offers me a single ship on the condition that I lie with him for a night. Does he think I will whore myself for a boat?,qarth
5591,5849,xaro xhoan daxos,2,16,the old gods and the new,"QARTH, GARDEN PATH_1","When I came to this city, I had nothing. Truly nothing. I slept by the docks. And when I could find work loading the ships, I would eat. If not, I dreamed of food. Today, I am the richest man in Qarth. Do you think the path from poverty to wealth is always pure and honorable? I have done many things, Khaleesi, that a righteous man would condemn. And here I am, with no regrets.",qarth
5592,5850,xaro xhoan daxos,2,16,the old gods and the new,"QARTH, GARDEN PATH_1","Bar the gates. Ring the bells. Slowly, Khaleesi.",qarth
5593,5851,daenerys targaryen,2,16,the old gods and the new,"QARTH, GARDEN PATH_1",Where are they? Where are my dragons?,qarth
5594,5852,theon greyjoy,2,17,a man without honor,WINTERFELL_7,"A cripple? You let a cripple escape? The boy can't walk, but somehow he slipped past you?",winterfell
5595,5853,black lorren,2,17,a man without honor,WINTERFELL_7,The giant must have took him.,winterfell
5596,5854,theon greyjoy,2,17,a man without honor,WINTERFELL_7,"The giant? Hodor? Oh, that's all right, then. You let a halfwit escape with a cripple. And Rickon, too? The little one?",winterfell
5597,5855,black lorren,2,17,a man without honor,WINTERFELL_7,"Gone, along with the wildling woman. The one you were fucking.",winterfell
5598,5856,theon greyjoy,2,17,a man without honor,WINTERFELL_7,Right. Get the horses and the hounds.,winterfell
5599,5857,dagmer,2,17,a man without honor,WINTERFELL_7,(laughs),winterfell
5600,5859,dagmer,2,17,a man without honor,WOODS OUTSIDE WINTERFELL_1,Halt!,winterfell
5601,5860,theon greyjoy,2,17,a man without honor,WOODS OUTSIDE WINTERFELL_1,Enjoying your first hunt?,winterfell
5602,5861,luwin,2,17,a man without honor,WOODS OUTSIDE WINTERFELL_1,"So far, hunting seems very similar to riding, my lord.",winterfell
5603,5862,theon greyjoy,2,17,a man without honor,WOODS OUTSIDE WINTERFELL_1,"With hunting, there's blood at the end.",winterfell
5604,5863,luwin,2,17,a man without honor,WOODS OUTSIDE WINTERFELL_1,They're little boys.,winterfell
5605,5864,theon greyjoy,2,17,a man without honor,WOODS OUTSIDE WINTERFELL_1,"I was a little boy when I was torn away from my home and brought here. So I kept my word. I never ran away. If I find them soon enough, I won't hurt them. Well, I'll hurt them, but I won't kill them.",winterfell
5606,5865,luwin,2,17,a man without honor,WOODS OUTSIDE WINTERFELL_1,Those boys are of far more value to you alive than dead.,winterfell
5607,5866,theon greyjoy,2,17,a man without honor,WOODS OUTSIDE WINTERFELL_1,They have no value to me missing.,winterfell
5608,5867,luwin,2,17,a man without honor,WOODS OUTSIDE WINTERFELL_1,Robb will have sent a force to retake Winterfell by now.,winterfell
5609,5868,theon greyjoy,2,17,a man without honor,WOODS OUTSIDE WINTERFELL_1,"Robb's in the Riverlands. My sister's in Deepwood Motte. She'll get here long before they do. And Ned Stark always said 500 men could hold Winterfell again 10,000.",winterfell
5610,5870,theon greyjoy,2,17,a man without honor,WOODS OUTSIDE WINTERFELL_1,"The hounds have the scent. Come, Maester, don't look so grim. It's all just a game.",winterfell
5611,5871,osha,2,17,a man without honor,WOODS OUTSIDE WINTERFELL_3,We should have took more food.,winterfell
5612,5872,bran stark,2,17,a man without honor,WOODS OUTSIDE WINTERFELL_3,We couldn't risk going to the kitchens.,winterfell
5613,5873,osha,2,17,a man without honor,WOODS OUTSIDE WINTERFELL_3,Those people all love you. They would have given you whatever you needed.,winterfell
5614,5874,bran stark,2,17,a man without honor,WOODS OUTSIDE WINTERFELL_3,"And if Theon found out, he'd hang them.",winterfell
5615,5875,osha,2,17,a man without honor,WOODS OUTSIDE WINTERFELL_3,The boy can't survive on walnuts.,winterfell
5616,5876,rickon stark,2,17,a man without honor,WOODS OUTSIDE WINTERFELL_3,I'm fine.,winterfell
5617,5877,osha,2,17,a man without honor,WOODS OUTSIDE WINTERFELL_3,We've been walking since before sunrise. Even Hodor will tire.,winterfell
5618,5878,hodor,2,17,a man without honor,WOODS OUTSIDE WINTERFELL_3,Hodor.,winterfell
5619,5879,osha,2,17,a man without honor,WOODS OUTSIDE WINTERFELL_3,"Even you, sweet giant.",winterfell
5620,5880,hodor,2,17,a man without honor,WOODS OUTSIDE WINTERFELL_3,Hodor.,winterfell
5621,5881,bran stark,2,17,a man without honor,WOODS OUTSIDE WINTERFELL_3,"Wait, I know that farm. I sent those two Winterfell orphans there.",winterfell
5622,5882,rickon stark,2,17,a man without honor,WOODS OUTSIDE WINTERFELL_3,Jack and Billy. They'll give us some food.,winterfell
5623,5883,bran stark,2,17,a man without honor,WOODS OUTSIDE WINTERFELL_3,"We can't risk it. If Theon tracks us here, he'll torture them until he finds out where we are.",winterfell
5624,5884,rickon stark,2,17,a man without honor,WOODS OUTSIDE WINTERFELL_3,Billy climbs a tree better than anyone.,winterfell
5625,5885,osha,2,17,a man without honor,WOODS OUTSIDE WINTERFELL_3,"You've never seen me climb a tree, little man.",winterfell
5626,5886,bran stark,2,17,a man without honor,WOODS OUTSIDE WINTERFELL_3,They'll be after us with hounds.,winterfell
5627,5887,osha,2,17,a man without honor,WOODS OUTSIDE WINTERFELL_3,"We got a good start on them, but we can't outrun hounds forever.",winterfell
5628,5888,ygritte,2,17,a man without honor,NORTH OF THE WALL_7,Did you pull a knife on me in the night?,the wall
5629,5889,ygritte,2,17,a man without honor,NORTH OF THE WALL_7,What's the matter? Can't be the first time you pressed your bone against a woman's arse.,the wall
5630,5890,jon snow,2,17,a man without honor,NORTH OF THE WALL_7,Let's move.,the wall
5631,5891,ygritte,2,17,a man without honor,NORTH OF THE WALL_7,"It is the first time. How old are you, boy?",the wall
5632,5892,jon snow,2,17,a man without honor,NORTH OF THE WALL_7,I'm a man of the Night's Watch.,the wall
5633,5893,ygritte,2,17,a man without honor,NORTH OF THE WALL_7,You're a boy who's never been with a girl. Don't your stones start to hurt if your bone never gets-,the wall
5634,5894,jon snow,2,17,a man without honor,NORTH OF THE WALL_7,Don't call them that.,the wall
5635,5895,ygritte,2,17,a man without honor,NORTH OF THE WALL_7,"What, stones? Or bone?",the wall
5636,5896,jon snow,2,17,a man without honor,NORTH OF THE WALL_7,Neither. Both.,the wall
5637,5897,jon snow,2,17,a man without honor,NORTH OF THE WALL_7,Move!,the wall
5638,5898,ygritte,2,17,a man without honor,NORTH OF THE WALL_7,"I heard they get all swollen and bruised if you don't use them. Of course, maybe that's just what the lads say when they want me feeling sorry for them. As if I'd feel sorry for them. Are there no girl crows?",the wall
5639,5899,jon snow,2,17,a man without honor,NORTH OF THE WALL_7,"There are no women of the Night's Watch, no.",the wall
5640,5900,ygritte,2,17,a man without honor,NORTH OF THE WALL_7,So the lads just do it with each other?,the wall
5641,5901,jon snow,2,17,a man without honor,NORTH OF THE WALL_7,No.,the wall
5642,5902,ygritte,2,17,a man without honor,NORTH OF THE WALL_7,Never?,the wall
5643,5903,jon snow,2,17,a man without honor,NORTH OF THE WALL_7,Never. We swore an oath.,the wall
5644,5904,ygritte,2,17,a man without honor,NORTH OF THE WALL_7,"You have sheep at the Wall? With your hands, then? No wonder you're all so miserable.",the wall
5645,5905,jon snow,2,17,a man without honor,NORTH OF THE WALL_7,Would you please shut up?,the wall
5646,5906,ygritte,2,17,a man without honor,NORTH OF THE WALL_7,"Would you please shut up? You think you're better than me, crow. I'm a free woman.",the wall
5647,5907,jon snow,2,17,a man without honor,NORTH OF THE WALL_7,You're a free woman?,the wall
5648,5908,ygritte,2,17,a man without honor,NORTH OF THE WALL_7,"I might be your prisoner, but I'm a free woman.",the wall
5649,5909,jon snow,2,17,a man without honor,NORTH OF THE WALL_7,"If you're my prisoner, you're not a free woman. That's what ""prisoner"" means.",the wall
5650,5910,ygritte,2,17,a man without honor,NORTH OF THE WALL_7,And you think you're free? You swore some stupid oath and now you can never touch a girl.,the wall
5651,5911,jon snow,2,17,a man without honor,NORTH OF THE WALL_7,It was my choice to say the words.,the wall
5652,5912,ygritte,2,17,a man without honor,NORTH OF THE WALL_7,So you don't like girls?,the wall
5653,5913,jon snow,2,17,a man without honor,NORTH OF THE WALL_7,Of course I like girls.,the wall
5654,5914,ygritte,2,17,a man without honor,NORTH OF THE WALL_7,But you chose never to touch them.,the wall
5655,5915,jon snow,2,17,a man without honor,NORTH OF THE WALL_7,That's the price you pay if you want to be a man of the Night's Watch.,the wall
5656,5916,ygritte,2,17,a man without honor,NORTH OF THE WALL_7,"So instead of getting naked with a girl, you'd prefer to invade our lands-",the wall
5657,5917,jon snow,2,17,a man without honor,NORTH OF THE WALL_7,"Invade your lands? Wildlings raid our lands all the time. Some of them tried to kill my little brother, a crippled boy!",the wall
5658,5918,ygritte,2,17,a man without honor,NORTH OF THE WALL_7,They're not your lands! We've been here the whole time. You lot came along and just put up a big wall and said it was yours.,the wall
5659,5919,jon snow,2,17,a man without honor,NORTH OF THE WALL_7,"My father was Ned Stark. I have the blood of the First Men. My ancestors lived here, same as yours.",the wall
5660,5920,ygritte,2,17,a man without honor,NORTH OF THE WALL_7,So why are you fighting us?,the wall
5661,5922,tywin lannister,2,17,a man without honor,HARRENHAL COURTYARD_3,Wolfsbane. A rare substance. This is no common assassin.,harrenhal
5662,5923,gregor clegane,2,17,a man without honor,HARRENHAL COURTYARD_3,We hanged twenty men last night.,harrenhal
5663,5924,tywin lannister,2,17,a man without honor,HARRENHAL COURTYARD_3,I don't care if you hanged a hundred. A man tried to kill me. I want his name and I want his head.,harrenhal
5664,5925,gregor clegane,2,17,a man without honor,HARRENHAL COURTYARD_3,We think it was an infiltrator from the Brotherhood Without Banners.,harrenhal
5665,5926,tywin lannister,2,17,a man without honor,HARRENHAL COURTYARD_3,"Pretentious name for a band of outlaws. We can't allow rebels behind our lines to harass us with impunity. We look like fools and they look like heroes. That's how kings fall. I want them dead, every one.",harrenhal
5666,5927,gregor clegane,2,17,a man without honor,HARRENHAL COURTYARD_3,"Killing them isn't the problem. It's finding them. Have you gone soft, Clegane? I always thought you had a talent for violence.",harrenhal
5667,5929,tywin lannister,2,17,a man without honor,HARRENHAL COURTYARD_3,Mmm. Is that mutton?,harrenhal
5668,5930,arya stark,2,17,a man without honor,HARRENHAL COURTYARD_3,"Yes, my lord.",harrenhal
5669,5931,tywin lannister,2,17,a man without honor,HARRENHAL COURTYARD_3,Don't like mutton.,harrenhal
5670,5932,arya stark,2,17,a man without honor,HARRENHAL COURTYARD_3,I'll bring something else.,harrenhal
5671,5933,tywin lannister,2,17,a man without honor,HARRENHAL COURTYARD_3,Leave it. Are you hungry?,harrenhal
5672,5934,arya stark,2,17,a man without honor,HARRENHAL COURTYARD_3,No.,harrenhal
5673,5935,tywin lannister,2,17,a man without honor,HARRENHAL COURTYARD_3,Of course you are. Eat.,harrenhal
5674,5936,arya stark,2,17,a man without honor,HARRENHAL COURTYARD_3,I'll eat in the kitchen later.,harrenhal
5675,5937,tywin lannister,2,17,a man without honor,HARRENHAL COURTYARD_3,It's bad manners to refuse a lord's offer. Sit. Eat.,harrenhal
5676,5938,tywin lannister,2,17,a man without honor,HARRENHAL COURTYARD_3,You're small for your age. I suppose you've been underfed your whole life.,harrenhal
5677,5939,arya stark,2,17,a man without honor,HARRENHAL COURTYARD_3,I eat a lot. I just don't grow.,harrenhal
5678,5940,tywin lannister,2,17,a man without honor,HARRENHAL COURTYARD_3,Mmm. This will be my last war. Win or lose.,harrenhal
5679,5941,arya stark,2,17,a man without honor,HARRENHAL COURTYARD_3,Have you ever lost before?,harrenhal
5680,5942,tywin lannister,2,17,a man without honor,HARRENHAL COURTYARD_3,Do you think I'd be in my position if I had lost a war?,harrenhal
5681,5943,arya stark,2,17,a man without honor,HARRENHAL COURTYARD_3,(shakes her head),harrenhal
5682,5944,tywin lannister,2,17,a man without honor,HARRENHAL COURTYARD_3,"But this is the one I'll be remembered for. The War of the Five Kings, they're calling it. My legacy will be determined in the coming months.",harrenhal
5683,5945,tywin lannister,2,17,a man without honor,HARRENHAL COURTYARD_3,Do you know what legacy means? It's what you pass down to your children and your children's children. It's what remains of you when you're gone. Harren the Black thought this castle would be his legacy. The greatest fortress ever built.,harrenhal
5684,5946,tywin lannister,2,17,a man without honor,HARRENHAL COURTYARD_3,"The tallest towers, the strongest walls. The Great Hall had thirty-five hearths. Thirty-five. Can you imagine? Look at it now. A blasted ruin. Do you know what happened?",harrenhal
5685,5947,arya stark,2,17,a man without honor,HARRENHAL COURTYARD_3,Dragons?,harrenhal
5686,5948,tywin lannister,2,17,a man without honor,HARRENHAL COURTYARD_3,Yes. Dragons happened.,harrenhal
5687,5949,tywin lannister,2,17,a man without honor,HARRENHAL COURTYARD_3,"Harrenhal was built to withstand an attack from the land. A million men could have marched on these walls, and a million men would have been repelled. But an attack from the air with dragon fire, Mmm-mmm. Harren and all his sons roasted alive within these walls. Aegon Targaryen changed the rules. That's why every child alive still knows his name",harrenhal
5688,5950,arya stark,2,17,a man without honor,HARRENHAL COURTYARD_3,Aegon and his sisters.,harrenhal
5689,5951,tywin lannister,2,17,a man without honor,HARRENHAL COURTYARD_3,Mmm?,harrenhal
5690,5952,arya stark,2,17,a man without honor,HARRENHAL COURTYARD_3,"It wasn't just Aegon riding his dragon. It was Rhaenys and Visenya, too.",harrenhal
5691,5953,tywin lannister,2,17,a man without honor,HARRENHAL COURTYARD_3,"Correct. A student of history, are you?",harrenhal
5692,5954,arya stark,2,17,a man without honor,HARRENHAL COURTYARD_3,Rhaenys rode Meraxes. Visenya rode Vhagar.,harrenhal
5693,5955,tywin lannister,2,17,a man without honor,HARRENHAL COURTYARD_3,I'm sure I knew that when I was a boy.,harrenhal
5694,5956,arya stark,2,17,a man without honor,HARRENHAL COURTYARD_3,Visenya Targaryen was a great warrior. She had a Valyrian steel sword she called Dark Sister.,harrenhal
5695,5957,tywin lannister,2,17,a man without honor,HARRENHAL COURTYARD_3,"Hmm. She's a heroine of yours, I take it?",harrenhal
5696,5958,arya stark,2,17,a man without honor,HARRENHAL COURTYARD_3,(smiles),harrenhal
5697,5959,tywin lannister,2,17,a man without honor,HARRENHAL COURTYARD_3,Aren't most girls more interested in the pretty maidens from the songs? Jonquil with the flowers in her hair?,harrenhal
5698,5960,arya stark,2,17,a man without honor,HARRENHAL COURTYARD_3,Most girls are idiots.,harrenhal
5699,5961,tywin lannister,2,17,a man without honor,HARRENHAL COURTYARD_3,You remind me of my daughter. Where did you learn all this stuff about Visenya and her Valyrian steel sword?,harrenhal
5700,5962,arya stark,2,17,a man without honor,HARRENHAL COURTYARD_3,From my father.,harrenhal
5701,5963,tywin lannister,2,17,a man without honor,HARRENHAL COURTYARD_3,He was a well-read stonemason. Can't say I've ever met a literate stonemason.,harrenhal
5702,5964,arya stark,2,17,a man without honor,HARRENHAL COURTYARD_3,"Have you met many stonemasons, my lord?",harrenhal
5703,5965,tywin lannister,2,17,a man without honor,HARRENHAL COURTYARD_3,"Careful now, girl. I enjoy you, but be careful. Take that back to the kitchen. Eat what you want.",harrenhal
5704,5966,tywin lannister,2,17,a man without honor,HARRENHAL COURTYARD_3,"And, girl.",harrenhal
5705,5967,tywin lannister,2,17,a man without honor,HARRENHAL COURTYARD_3,"""M'lord.""",harrenhal
5706,5968,tywin lannister,2,17,a man without honor,HARRENHAL COURTYARD_3,"Lowborn girls say ""m'lord,"" not ""my lord. "" If you're going to pose as a commoner, you should do it properly.",harrenhal
5707,5969,arya stark,2,17,a man without honor,HARRENHAL COURTYARD_3,"My mother served Lady Dustin for many years, my lord. She taught me how to speak proper Properly.",harrenhal
5708,5970,tywin lannister,2,17,a man without honor,HARRENHAL COURTYARD_3,You're too smart for your own good. Has anyone told you that?,harrenhal
5709,5971,arya stark,2,17,a man without honor,HARRENHAL COURTYARD_3,Yes.,harrenhal
5710,5972,tywin lannister,2,17,a man without honor,HARRENHAL COURTYARD_3,Go on.,harrenhal
5711,5973,sansa stark,2,17,a man without honor,KING'S LANDING_1,"I beg pardon, ser. I should have come to you after to thank you for saving me. You were so brave.",king's landing
5712,5974,sandor clegane,2,17,a man without honor,KING'S LANDING_1,Brave? A dog doesn't need courage to chase off rats.,king's landing
5713,5975,sansa stark,2,17,a man without honor,KING'S LANDING_1,Does it give you joy to scare people?,king's landing
5714,5976,sandor clegane,2,17,a man without honor,KING'S LANDING_1,"No, it gives me joy to kill people.",king's landing
5715,5977,sansa stark,2,17,a man without honor,KING'S LANDING_1,(gasps),king's landing
5716,5978,sandor clegane,2,17,a man without honor,KING'S LANDING_1,Spare me. You can't tell me Lord Eddard Stark of Winterfell never killed a man.,king's landing
5717,5979,sansa stark,2,17,a man without honor,KING'S LANDING_1,It was his duty. He never liked it.,king's landing
5718,5980,sandor clegane,2,17,a man without honor,KING'S LANDING_1,Is that what he told you? He lied. Killing is the sweetest thing there is.,king's landing
5719,5981,sansa stark,2,17,a man without honor,KING'S LANDING_1,Why are you always so hateful?,king's landing
5720,5982,sandor clegane,2,17,a man without honor,KING'S LANDING_1,You'll be glad of the hateful things I do someday when you're queen and I'm all that stands between you and your beloved king.,king's landing
5721,5983,xaro xhoan daxos,2,17,a man without honor,QARTH GARDEN_1,I've demanded a meeting of the Thirteen. One of them did this or knows who did.,qarth
5722,5984,daenerys targaryen,2,17,a man without honor,QARTH GARDEN_1,You are one of the Thirteen.,qarth
5723,5985,xaro xhoan daxos,2,17,a man without honor,QARTH GARDEN_1,"If I wanted your dragons, I would have taken them. They mean nothing to me on their own.",qarth
5724,5986,daenerys targaryen,2,17,a man without honor,QARTH GARDEN_1,Nothing? They're more valuable than anything in the world.,qarth
5725,5987,xaro xhoan daxos,2,17,a man without honor,QARTH GARDEN_1,Shall we look inside my vault and see what selling your dragons would buy me I cannot buy already? We will get them back.,qarth
5726,5988,daenerys targaryen,2,17,a man without honor,QARTH GARDEN_1,"There is no we, so why would you help me get them back?",qarth
5727,5989,xaro xhoan daxos,2,17,a man without honor,QARTH GARDEN_1,"I took you under my protection in front of the rulers of my city. A man is what others say he is and no more. If they say that Xaro Xhoan Daxos is a liar, my word is worth nothing. I cannot let this thing happen to you under my roof.",qarth
5728,5990,daenerys targaryen,2,17,a man without honor,QARTH GARDEN_1,But it did happen under your roof.,qarth
5729,5991,xaro xhoan daxos,2,17,a man without honor,QARTH GARDEN_1,"Khaleesi, many times in my life, I have been-",qarth
5730,5992,daenerys targaryen,2,17,a man without honor,QARTH GARDEN_1,I don't care where you've been.,qarth
5731,5993,ygritte,2,17,a man without honor,THE FAR NORTH_1,"You think we're savages because we don't live in stone castles. We can't make steel as good as yours, it's true, but We're free. If someone tried to tell us we couldn't lie down as man and woman, we'd shove a spear up his arse. We don't go serving some shit king who's only king because his father was.",the north
5732,5994,jon snow,2,17,a man without honor,THE FAR NORTH_1,"No. No, you serve Mance Rayder, the King beyond the Wall.",the north
5733,5995,ygritte,2,17,a man without honor,THE FAR NORTH_1,"We chose Mance Rayder to lead us. He was a crow, same as you, but he wanted to be free. You could be free, too. You don't need to live your whole life taking commands from old men. Wake up when you want to wake up. I could show you the streams to fish, the woods to hunt. Build yourself a cabin and find a woman to lie with in the night.",the north
5734,5996,ygritte,2,17,a man without honor,THE FAR NORTH_1,You're a pretty lad. The girls would claw each other's eyes out to get naked with you.,the north
5735,5997,jon snow,2,17,a man without honor,THE FAR NORTH_1,Walk.,the north
5736,5998,ygritte,2,17,a man without honor,THE FAR NORTH_1,I could teach you how to do it.,the north
5737,5999,jon snow,2,17,a man without honor,THE FAR NORTH_1,I know how to do it.,the north
5738,6000,ygritte,2,17,a man without honor,THE FAR NORTH_1,"You know nothing, Jon Snow.",the north
5739,6001,robb stark,2,17,a man without honor,"THE RIVERLANDS, STARK CAMP_1",And what did she say?,the riverlands
